Id,SalePrice
1461,104843.304303072
1462,144538.59263617208
1463,172796.1935757222
1464,186737.42770896986
1465,221111.03069067295
1466,173683.8981730674
1467,178190.08102270233
1468,166315.52282315728
1469,190601.82020514592
1470,116609.86912012869
1471,189485.19003762383
1472,107940.32315322616
1473,104761.50816255857
1474,147874.7637499662
1475,117839.10956254171
1476,346993.6759110387
1477,247815.6047238586
1478,300874.81407956535
1479,299361.2463791004
1480,496123.49298642337
1481,347986.79822351865
1482,244922.14164791614
1483,172752.14496700082
1484,181577.34187963823
1485,177275.6376755499
1486,196475.64555079443
1487,326234.0076888527
1488,237698.36172427205
1489,179971.05197561943
1490,209786.52581461988
1491,184975.14630949413
1492,90707.17609229028
1493,203728.6248063077
1494,300809.31998034427
1495,296605.89776086685
1496,237242.83977342726
1497,188409.8447394164
1498,172210.15778591696
1499,166255.35360559434
1500,157370.53711622496
1501,169751.4377302775
1502,168329.53840297257
1503,253918.13803704642
1504,238915.53162841455
1505,217941.06823180287
1506,192234.98210729763
1507,233297.1653870572
1508,197079.1681165103
1509,160682.10243929812
1510,128028.08597861195
1511,137426.70022467073
1512,149103.5313396605
1513,137750.71135757182
1514,144123.98185832216
1515,195619.23660979918
1516,143988.44380500593
1517,157685.0251884888
1518,141521.65597450896
1519,185321.86588492055
1520,124550.52685038361
1521,119930.02459171378
1522,161582.33511500317
1523,105747.80043933111
1524,109639.90120405563
1525,111916.75955451191
1526,112208.31644638634
1527,104003.73391987575
1528,133330.09554541338
1529,136930.47213438753
1530,174042.18243772208
1531,135837.04191360896
1532,100496.31270856562
1533,136991.3616209782
1534,126510.2906478536
1535,159103.20933810217
1536,111942.19818987204
1537,75545.12286794046
1538,140672.46113704552
1539,184300.67521717993
1540,103437.81629127523
1541,139042.11475302372
1542,141385.66879628494
1543,171805.1642233427
1544,78136.12418049516
1545,113381.24125323656
1546,135142.84002942155
1547,123633.78745533622
1548,119325.95205894014
1549,113111.53397665452
1550,129317.98501547481
1551,128062.18550561822
1552,128953.25883655965
1553,129424.72388081573
1554,128015.35283987758
1555,169644.91762690435
1556,104420.22932743182
1557,94221.38140878621
1558,102178.0246146706
1559,98232.55840357907
1560,150952.375088441
1561,112229.23498244211
1562,122028.78088722243
1563,109604.79843725475
1564,166635.9108698897
1565,144012.60596691325
1566,250327.3591384168
1567,80327.7433316369
1568,234896.31648318304
1569,130831.78995903423
1570,128901.09984566523
1571,123994.17447068746
1572,138859.18618873853
1573,221712.49716475484
1574,127280.87622417854
1575,214705.72341155342
1576,223078.3609776518
1577,189047.68364970174
1578,134677.09562346947
1579,153553.93474948872
1580,216017.05501044312
1581,152840.9170574577
1582,134961.3599137039
1583,293185.73341325094
1584,227005.21793896603
1585,161327.29914894947
1586,78129.27039483025
1587,102640.9004925202
1588,140930.31276702182
1589,91009.26092802118
1590,140195.9413214508
1591,89513.85938036208
1592,122944.9362815446
1593,124015.68801878627
1594,127590.56151752186
1595,122886.59660522928
1596,256952.9186215672
1597,197205.54521120718
1598,187463.23824680274
1599,193032.9511808581
1600,194470.05617989294
1601,74920.60818891805
1602,117760.93405097804
1603,89877.72761734707
1604,273162.2626075236
1605,234137.60760257355
1606,163794.22222171683
1607,194178.185697904
1608,226931.23603526913
1609,179706.0278166771
1610,145366.4171878213
1611,138141.43127651833
1612,165122.8127900292
1613,158024.73753652617
1614,123224.66135614192
1615,89355.4977793249
1616,85165.53254316107
1617,95828.90425607204
1618,131840.2356627924
1619,121134.76703038778
1620,168983.99865969535
1621,130377.99378527171
1622,146528.88458724302
1623,265536.98965611134
1624,207623.6738083545
1625,112150.58431720389
1626,159002.20308298353
1627,194710.04436527102
1628,283716.7883322459
1629,176648.13625880008
1630,382450.46972440917
1631,245148.09238134316
1632,255688.04049421707
1633,171916.73084736886
1634,184307.748407893
1635,172697.4867050443
1636,155669.9970070354
1637,190529.85873673714
1638,190307.42186471267
1639,181160.36731268984
1640,251125.31080548468
1641,193667.99761862523
1642,229027.1311921416
1643,231281.70845223247
1644,237736.03358756466
1645,194527.08807605595
1646,160068.01399284063
1647,171445.40402982524
1648,127169.91083465608
1649,127364.96892557583
1650,108439.2571581574
1651,121636.49359934204
1652,113721.08981820788
