Id,SalePrice
1461,122297.9140625
1462,158225.71875
1463,181202.828125
1464,186881.5625
1465,189890.234375
1466,170618.59375
1467,169163.015625
1468,161562.15625
1469,184705.375
1470,120965.703125
1471,185061.71875
1472,93494.0390625
1473,98885.28125
1474,148777.4375
1475,116720.96875
1476,382164.4375
1477,248211.890625
1478,286203.375
1479,289574.8125
1480,498074.28125
1481,342211.4375
1482,206316.4375
1483,171279.359375
1484,166355.296875
1485,176861.0
1486,193706.234375
1487,348288.6875
1488,241378.640625
1489,202516.65625
1490,220088.59375
1491,189681.921875
1492,98361.0234375
1493,172024.671875
1494,314222.90625
1495,306986.09375
1496,233696.203125
1497,183906.34375
1498,158166.734375
1499,153241.109375
1500,146709.78125
1501,175163.46875
1502,142371.71875
1503,288043.71875
1504,242791.5625
1505,222811.234375
1506,194296.046875
1507,237118.234375
1508,204915.578125
1509,170785.625
1510,144943.875
1511,144734.890625
1512,169396.9375
1513,130255.125
1514,149358.890625
1515,202782.578125
1516,156321.046875
1517,159693.46875
1518,138982.984375
1519,203926.390625
1520,134770.15625
1521,135598.21875
1522,172508.328125
1523,111574.4140625
1524,126232.7890625
1525,124125.65625
1526,117879.671875
1527,101477.53125
1528,135379.71875
1529,147403.984375
1530,168015.046875
1531,100978.90625
1532,102816.28125
1533,143024.390625
1534,123159.1171875
1535,152839.890625
1536,108629.8203125
1537,71148.4921875
1538,158907.125
1539,183216.609375
1540,86279.796875
1541,144040.609375
1542,138291.90625
1543,214323.5
1544,77914.2265625
1545,104488.1015625
1546,126261.5625
1547,135921.625
1548,130966.234375
1549,111507.71875
1550,141242.75
1551,122510.2578125
1552,128140.8359375
1553,155065.359375
1554,120472.15625
1555,173121.09375
1556,84832.9453125
1557,98660.9921875
1558,84492.703125
1559,72985.0859375
1560,140349.296875
1561,124420.1640625
1562,130655.6015625
1563,120244.1953125
1564,151951.890625
1565,146652.28125
1566,238492.5625
1567,71256.6640625
1568,231442.78125
1569,131842.453125
1570,137262.03125
1571,126792.3671875
1572,149737.96875
1573,247499.703125
1574,104824.0546875
1575,227863.9375
1576,215616.921875
1577,200062.984375
1578,149823.671875
1579,144111.375
1580,195427.59375
1581,156313.890625
1582,135868.625
1583,322906.6875
1584,232265.765625
1585,143574.453125
1586,73811.125
1587,98449.703125
1588,150338.21875
1589,91253.5546875
1590,131093.4375
1591,96264.2734375
1592,113597.4296875
1593,137103.078125
1594,126960.4375
1595,107888.6328125
1596,226217.71875
1597,187017.421875
1598,195280.421875
1599,184395.265625
1600,184372.234375
1601,65608.2890625
1602,117382.7109375
1603,73669.9140625
1604,275519.3125
1605,245984.0625
1606,170478.0625
1607,175649.25
1608,215432.140625
1609,196132.984375
1610,148395.125
1611,143649.640625
1612,166093.890625
1613,153881.234375
1614,116269.359375
1615,86075.0703125
1616,76682.65625
1617,91847.4296875
1618,127461.9609375
1619,146155.9375
1620,145698.34375
1621,134018.578125
1622,144260.5625
1623,270580.6875
1624,208100.046875
1625,123912.8828125
1626,159422.75
1627,180324.328125
1628,257191.140625
1629,181392.328125
1630,356205.53125
1631,210209.984375
1632,240491.484375
1633,165753.046875
1634,188113.03125
1635,180613.125
1636,157985.375
1637,198277.90625
1638,197311.171875
1639,181362.234375
1640,269262.4375
1641,181530.421875
1642,218928.65625
1643,237656.59375
1644,231159.109375
1645,191870.421875
1646,162605.703125
1647,173905.453125
1648,131317.421875
1649,135022.296875
1650,110521.0
1651,121718.0
1652,97889.1015625
1653,92803.625
1654,147177.140625
1655,147793.1875
1656,140484.953125
1657,146491.671875
1658,142887.921875
1659,124302.3984375
1660,148316.46875
1661,455255.46875
1662,431903.6875
1663,410458.75
1664,422509.4375
1665,302509.3125
1666,327994.21875
1667,369896.03125
1668,328077.75
1669,292139.21875
1670,367795.65625
1671,259442.765625
1672,433289.03125
1673,293798.0
1674,248724.203125
1675,178577.203125
1676,180560.4375
1677,224783.53125
1678,424974.9375
1679,397036.96875
1680,339738.46875
1681,254608.921875
1682,322648.125
1683,177238.875
1684,180103.3125
1685,177038.359375
1686,169988.265625
1687,166880.9375
1688,192762.15625
1689,195599.890625
1690,196256.671875
1691,179652.15625
1692,266594.09375
1693,159231.0
1694,179541.328125
1695,164647.21875
1696,274214.9375
1697,167528.328125
1698,375809.53125
1699,323836.8125
1700,244757.890625
1701,279797.25
1702,245148.015625
1703,260083.40625
1704,293246.25
1705,234023.84375
1706,415805.5625
1707,217266.578125
1708,197749.15625
1709,287669.8125
1710,223568.78125
1711,251009.390625
1712,287308.1875
1713,266191.4375
1714,216706.609375
1715,203490.265625
1716,186056.609375
1717,179716.0625
1718,141275.09375
1719,199148.3125
1720,238387.515625
1721,174332.859375
1722,132977.53125
1723,155603.09375
1724,203834.046875
1725,229799.640625
1726,181171.203125
1727,156559.3125
1728,191104.90625
1729,157057.453125
1730,160747.453125
1731,119937.03125
1732,128831.6875
1733,120380.625
1734,117480.5859375
1735,136678.921875
1736,110016.9609375
1737,346158.5
1738,220844.671875
1739,250696.0
1740,211569.34375
1741,195883.8125
1742,173816.078125
1743,178630.34375
1744,306366.9375
1745,216392.5
1746,199905.453125
1747,221860.265625
1748,230822.28125
1749,150840.578125
1750,134833.015625
1751,238262.046875
1752,119746.3984375
1753,146314.5
1754,202199.390625
1755,165651.4375
1756,123776.5859375
1757,122753.3984375
1758,142626.796875
1759,161527.03125
1760,158739.296875
1761,135470.890625
1762,170810.703125
1763,178228.59375
1764,115443.78125
1765,168661.0625
1766,175511.765625
1767,199767.28125
1768,146181.859375
1769,178124.265625
1770,145038.453125
1771,126647.953125
1772,136730.8125
1773,123516.3359375
1774,138539.9375
1775,139160.046875
1776,130246.5546875
1777,109883.5859375
1778,144155.765625
1779,111334.0859375
1780,177867.09375
1781,131627.484375
1782,88747.359375
1783,139008.171875
1784,101380.3125
1785,118815.3203125
1786,151673.1875
1787,166415.28125
1788,55729.4296875
1789,99999.96875
1790,85500.65625
1791,169878.71875
1792,152924.453125
1793,125210.3046875
1794,146784.796875
1795,139322.046875
1796,125387.9921875
1797,110248.5546875
1798,124890.1015625
1799,112215.7421875
1800,123879.4453125
1801,121787.203125
1802,137492.625
1803,147505.515625
1804,141608.40625
1805,140446.90625
1806,116167.609375
1807,126345.7578125
1808,125543.421875
1809,120572.84375
1810,151325.71875
1811,99895.8828125
1812,98616.96875
1813,126154.078125
1814,96100.0859375
1815,58843.43359375
1816,99875.96875
1817,111676.1796875
1818,134851.65625
1819,129377.6171875
1820,59233.55859375
1821,105795.921875
1822,152500.21875
1823,41503.359375
1824,129655.40625
1825,131391.953125
1826,99355.9375
1827,101154.421875
1828,137436.640625
1829,108289.1015625
1830,131047.6953125
1831,148061.796875
1832,81159.8828125
1833,128602.2578125
1834,126023.3671875
1835,132200.015625
1836,122865.359375
1837,85466.5
1838,122449.515625
1839,86244.2578125
1840,150163.265625
1841,138897.265625
1842,73767.4921875
1843,125041.6953125
1844,138376.328125
1845,139519.765625
1846,153537.625
1847,176019.171875
1848,57276.546875
1849,110073.3203125
1850,126881.640625
1851,160522.875
1852,132891.078125
1853,129568.1328125
1854,173182.359375
1855,139069.5625
1856,223818.578125
1857,171646.125
1858,130869.1015625
1859,119704.3828125
1860,144914.4375
1861,118174.2421875
1862,312430.625
1863,312422.0
1864,312422.0
1865,342181.09375
1866,333621.375
1867,246417.265625
1868,321337.21875
1869,205122.25
1870,235409.421875
1871,257779.984375
1872,176779.890625
1873,228810.984375
1874,147077.796875
1875,201952.703125
1876,189652.96875
1877,212959.4375
1878,197398.3125
1879,136400.40625
1880,141849.9375
1881,230353.234375
1882,262525.03125
1883,195099.109375
1884,204692.328125
1885,263145.65625
1886,324251.84375
1887,204776.671875
1888,278462.8125
1889,167962.03125
1890,122902.390625
1891,137145.84375
1892,107446.390625
1893,123326.015625
1894,133514.671875
1895,147505.796875
1896,128413.6484375
1897,112721.46875
1898,111811.734375
1899,158178.046875
1900,154739.1875
1901,174502.703125
1902,135007.5
1903,216266.65625
1904,133963.375
1905,189314.875
1906,163631.78125
1907,212622.171875
1908,112576.0078125
1909,140994.453125
1910,121712.65625
1911,205298.96875
1912,302504.6875
1913,147521.84375
1914,51452.16015625
1915,302599.34375
1916,44427.09765625
1917,268895.75
1918,143990.34375
1919,161668.046875
1920,142592.109375
1921,471726.03125
1922,320437.1875
1923,216664.453125
1924,228333.59375
1925,196795.875
1926,401511.0625
1927,145178.640625
1928,155828.375
1929,127524.09375
1930,131080.0625
1931,141456.140625
1932,135510.828125
1933,185142.390625
1934,179269.296875
1935,169849.234375
1936,180860.296875
1937,176446.734375
1938,164422.84375
1939,247372.28125
1940,190763.484375
1941,168755.828125
1942,176544.359375
1943,205136.921875
1944,362150.5
1945,374519.03125
1946,131132.453125
1947,300369.0625
1948,172281.28125
1949,230153.625
1950,186330.765625
1951,271270.78125
1952,212986.25
1953,167732.640625
1954,182318.4375
1955,136314.828125
1956,314040.46875
1957,153716.21875
1958,307023.28125
1959,137047.125
1960,114293.65625
1961,117208.6484375
1962,98489.3359375
1963,100541.9765625
1964,109736.5546875
1965,139777.46875
1966,140250.15625
1967,267705.6875
1968,439325.65625
1969,414753.6875
1970,459883.625
1971,444147.90625
1972,374071.40625
1973,255159.734375
1974,326998.21875
1975,416191.96875
1976,271563.28125
1977,356852.59375
1978,396572.65625
1979,332805.9375
1980,198470.3125
1981,356663.0625
1982,218510.015625
1983,205854.96875
1984,173339.828125
1985,213070.96875
1986,214648.734375
1987,183643.796875
1988,177729.90625
1989,191695.578125
1990,212076.390625
1991,243526.4375
1992,204264.09375
1993,171168.796875
1994,235406.046875
1995,184305.609375
1996,264084.65625
1997,318357.09375
1998,330855.3125
1999,260541.421875
2000,317168.25
2001,258953.09375
2002,242746.65625
2003,263499.5
2004,266820.75
2005,230199.9375
2006,221938.140625
2007,248730.609375
2008,221891.15625
2009,185220.625
2010,195442.328125
2011,146338.921875
2012,179897.484375
2013,180964.34375
2014,181085.359375
2015,203265.84375
